,D_A_losses,D_B_losses,G_losses
36,0.24515104293823242,0.21717263758182526,0.5192587971687317
37,0.24545738101005554,0.2049204707145691,0.520983874797821
38,0.24615105986595154,0.2128414809703827,0.5206722021102905
39,0.2473667860031128,0.21317708492279053,0.513791024684906
40,0.24865227937698364,0.20785894989967346,0.5113958716392517
41,0.2457241415977478,0.20661908388137817,0.5153558254241943
42,0.24993550777435303,0.19933395087718964,0.5141178369522095
43,0.24676865339279175,0.21269282698631287,0.505425214767456
44,0.2542138695716858,0.20330405235290527,0.5059326887130737
45,0.24547770619392395,0.19414809346199036,0.5119122266769409
46,0.25156137347221375,0.19557233154773712,0.5097159147262573
47,0.24691464006900787,0.20387673377990723,0.5027362108230591
48,0.24802081286907196,0.19916294515132904,0.5006362199783325
49,0.24532818794250488,0.19639693200588226,0.5023287534713745
50,0.24726508557796478,0.19320976734161377,0.5061540603637695
51,0.24999883770942688,0.19493506848812103,0.49578654766082764
52,0.24869917333126068,0.19629085063934326,0.4983108639717102
53,0.251723974943161,0.1867317259311676,0.4974977970123291
54,0.250287264585495,0.20036053657531738,0.49782419204711914
55,0.25359734892845154,0.19963350892066956,0.4973219931125641
56,0.25605157017707825,0.20473448932170868,0.4882710576057434
57,0.24726605415344238,0.1954127699136734,0.4913784861564636
58,0.2499396950006485,0.19254496693611145,0.48759204149246216
59,0.25327181816101074,0.19859915971755981,0.492207407951355
60,0.25093257427215576,0.19848322868347168,0.495278000831604
61,0.252119779586792,0.19412244856357574,0.4955889880657196
62,0.2526988387107849,0.19159400463104248,0.4908786416053772
63,0.2547885477542877,0.19049499928951263,0.513506293296814
64,0.253237783908844,0.19294145703315735,0.4970207214355469
65,0.2510959506034851,0.19633740186691284,0.49602553248405457
66,0.2533887028694153,0.1970933973789215,0.5011206269264221
67,0.2531339228153229,0.19972869753837585,0.49778634309768677
68,0.2526257336139679,0.2016197144985199,0.5060242414474487
69,0.25013062357902527,0.20203538239002228,0.49375516176223755
70,0.2520720064640045,0.20705083012580872,0.5019000172615051
71,0.2509017586708069,0.17987217009067535,0.5123047828674316
72,0.25444045662879944,0.20837877690792084,0.49920061230659485
73,0.2535799741744995,0.17648625373840332,0.5019442439079285
74,0.25377973914146423,0.2077522575855255,0.5010857582092285
75,0.25380221009254456,0.19794487953186035,0.512446939945221
76,0.2527003586292267,0.1893913447856903,0.5177400708198547
77,0.2538549304008484,0.1915571540594101,0.5264394283294678
78,0.25220102071762085,0.19384101033210754,0.5148149728775024
79,0.25102436542510986,0.2164691686630249,0.5299035310745239
80,0.2504478096961975,0.20669177174568176,0.5116093754768372
81,0.2517417371273041,0.21071571111679077,0.5175052285194397
82,0.25187331438064575,0.20533055067062378,0.5276538133621216
83,0.25338101387023926,0.20496228337287903,0.5317004323005676
84,0.2518105208873749,0.208812415599823,0.5210739374160767
85,0.25153329968452454,0.22159135341644287,0.524202823638916
86,0.25092360377311707,0.20167577266693115,0.5155214071273804
87,0.2511179745197296,0.22019675374031067,0.549461841583252
88,0.2514728307723999,0.21577337384223938,0.535909116268158
89,0.2508125901222229,0.21307960152626038,0.536600649356842
90,0.2504253387451172,0.2217446267604828,0.5353879332542419
91,0.25033241510391235,0.23248130083084106,0.5475367307662964
92,0.2505810856819153,0.22940728068351746,0.5329629778862
93,0.24997881054878235,0.23058223724365234,0.532477855682373
94,0.25011587142944336,0.22902175784111023,0.5509853959083557
95,0.250567227602005,0.2497452348470688,0.5328820943832397
96,0.2501470744609833,0.22628772258758545,0.5458754301071167
97,0.25014179944992065,0.25272753834724426,0.5558498501777649
98,0.25052016973495483,0.2358275204896927,0.5572203397750854
99,0.2501008212566376,0.2438686341047287,0.5521243810653687
100,0.2499639093875885,0.22930264472961426,0.5515902042388916
101,0.25038301944732666,0.2285422384738922,0.5505926609039307
102,0.25031954050064087,0.23677471280097961,0.5677818059921265
103,0.24958819150924683,0.2328779399394989,0.5601641535758972
104,0.24949201941490173,0.23870106041431427,0.5527136921882629
105,0.2503085732460022,0.22726622223854065,0.566387951374054
106,0.24922224879264832,0.24877062439918518,0.5600532293319702
107,0.24916915595531464,0.23756136000156403,0.565836489200592
108,0.24989116191864014,0.25739815831184387,0.5783475637435913
109,0.2490713894367218,0.24659645557403564,0.5756410360336304
110,0.24973082542419434,0.23898538947105408,0.6008694171905518
111,0.2496858686208725,0.25628626346588135,0.5872901678085327
112,0.2492840737104416,0.25865286588668823,0.5939252972602844
113,0.24951261281967163,0.2527124881744385,0.5984315276145935
114,0.24954082071781158,0.24158497154712677,0.5981655716896057
115,0.24910424649715424,0.24399366974830627,0.6088623404502869
116,0.25014519691467285,0.24538877606391907,0.6151029467582703
117,0.24990516901016235,0.24847909808158875,0.596279501914978
118,0.24901346862316132,0.24766097962856293,0.5953531265258789
119,0.2489624321460724,0.2447713315486908,0.6239835023880005
